# Indian Food Composition Tables 2017 (ICMR-National Institute of Nutrition).
# Vendored for PoshanNetra AI (master prompt, Section 4).
# source_package: @ifct2017/compositions@2.0.9 (npm, MIT)
# source_tarball: https://registry.npmjs.org/@ifct2017/compositions/-/compositions-2.0.9.tgz
# sha256(tarball): 623e31d4ea355cc829429c2d8e776fbdb5eba953ea713bad2b01c962d3e2cfd5
# retrieved: 2026-08-28
# upstream_publication: https://www.nin.res.in/ebooks/IFCT2017.pdf
# ATTRIBUTION REQUIRED: any surface that shows these numbers must credit
#   'Indian Food Composition Tables 2017, ICMR-National Institute of Nutrition'.
# Energy is in KILOJOULES, as IFCT publishes it. kcal conversion happens in
#   app/nutrition/ifct.py and is unit-tested. Edible oils and fats are
#   published with energy_kj = 0; energy for those is derived from macros.
# *_e columns are IFCT's own national variability across six sampled regions.
# Values are per 100 g of RAW edible portion -- not cooked. See
#   app/nutrition/recipes.py for how cooked dishes are converted.
code,name,scientific_name,local_names,food_group,tags,energy_kj,energy_kj_e,protein_g,protein_g_e,carbohydrate_g,carbohydrate_g_e,fat_g,fat_g_e,fibre_g,water_g,hindi_name
P068,Salmon,Salmo salar,E. Atlantic salmon; Common. Ray-finned fish; [Place of collection: Goa],Marine Fish,fishetarian nonveg,721,0,20.97,0,0,0,9.86,0,0,67.84,
P069,Sangada,Nemipterus japonicus,E. Japanese threadfin bream; Common. Marine fish; [Place of collection: Chennai],Marine Fish,fishetarian nonveg,443,0,20.26,0,0,0,2.67,0,0,78.51,
P070,Sankata paarai,Caranx ignobilis,"E. Giant trevally, Lowly trevally, Barrier trevally, Giant kingfish, Ulua, Yellowfin Jack; Mal. Kuluvel; Tel. Jarradandree-parah; Common. Large marine fish; [Place of collection: Chennai]",Marine Fish,fishetarian nonveg,434,0,21.87,0,0,0,1.68,0,0,74.88,
P071,Sardine,Sardinella longiceps,"E. Indian oil sardine, Malabar Sardine; G. Tarali; Kan. Baige, Buthai, Boothai, Tarli-multhi; Mal. Nalla Mathi, Nallamathi; Mar. Haird, Kanat, Tarali, Tarli, Haid; Tam. Nonalai, Charlay, Paycharlay, Paichalai; Tel. Noona-kavallu; Common. Ray-finned fish; [Place of collection: Kolkata]",Marine Fish,fishetarian nonveg,637,0,17.91,0,0,0,8.99,0,0,72.29,
P072,Shark,Carcharhinus sorrah,"E. Spot-tail shark, Sorrah shark; Kan. Shirat; Mar. Balda, Pisori; Tam. Katta-sorrah; Common. Requiem shark; [Place of collection: Goa and Mandapam]",Marine Fish,fishetarian nonveg,398,0,21.6,0,0,0,0.83,0,0,72.82,
P073,"Shark, hammer head",Sphyrna mokarran,E. Great hammerhead; Common. Hammerhead shark; [Place of collection: Kolkata],Marine Fish,fishetarian nonveg,432,0,23.4,0,0,0,0.8,0,0,74.61,
P074,"Shark, spotted",Stegostoma fasciatum,"E. Zebra shark; G. Shinawala, Magara, Shinvala, Musia; Mal. Poochasurav, Zebra Sravu; Mal. Shinvala, Mushi, Shinavla; Tam. Komarasi-sorrah, Coruhgun-sorrah, Korangum Sorrah; Tel. Potrava, Komarasi, Orookoolti-sorrah, Pollee-makum, Komrasi, Pollee Makum, Corootoolti-sorrah; Common. Carpet shark; [Place of collection: Kochi]",Marine Fish,fishetarian nonveg,384,0,20.95,0,0,0,0.75,0,0,78.83,
P075,Shelavu,Sphyraena jello,"E. Pickhandle barracuda, Banded Barracuda, Sea Pike; G. Bhungar; Kan. Kandai; Mal. Cheelahoo; Mar. Ghalse, Badvi, Jaban-tal, Badri; Tel. Jellow; [Place of collection: Chennai, Goa, Vizag and Kochi]",Marine Fish,fishetarian nonveg,446,41,22.46,1.34,0,0,1.74,0.5,0,74.6,
P076,Silan,Silonia silondia,"E. Silond catfish, Silondia Vacha, Silong Catfish; A. Dhain, Silan, Utti, Koch; B. Silond; Common. Schilbid catfish; [Place of collection: Kolkata]",Marine Fish,fishetarian nonveg,633,0,22.72,0,0,0,6.68,0,0,70.12,
P077,Silk fish,Beryx sp.,"E. Alfonsino, Alfonsin, Longfinned beryx, Red bream, Imperador; Common. Deep oceanic fish; [Place of collection: Kochi]",Marine Fish,fishetarian nonveg,408,0,20.65,0,0,0,1.53,0,0,77.61,
P078,Silver carp,Hypophthalmichthys molitrix,"E. Silver carp; Kan. Belli-gende; Common. Freshwater cyprinid fish, Asian carp; [Place of collection: Kolkata]",Marine Fish,fishetarian nonveg,555,0,21.71,0,0,0,5.17,0,0,72.47,
P079,Sole fish,Cynoglossus arel,E. Largescale tongue-sole; Mar. Lep; Common. Tonguefish; [Place of collection: Vizag],Marine Fish,fishetarian nonveg,367,0,19.05,0,0,0,1.18,0,0,80.18,
P080,Stingray,Dasyatis pastinaca,"E. Common stingray, Blue Stingray; Mal. Thirukay; Common. Stingray; [Place of collection: Kolkata]",Marine Fish,fishetarian nonveg,408,0,23.98,0,0,0,0.68,0,0,75.67,
P081,Tarlava,Drepane punctata,"E. Spotted sicklefish, Moon-fish, Spotted Bat-fish, Spotted Drepane; G. Chand; Mar. Chand; Tam. Therattai, Painthi; Tel. Thotha, Thetti; [Place of collection: Chennai and Vizag]",Marine Fish,fishetarian nonveg,414,0,21.72,0,0,0,1.2,0,0,76.76,
P082,Tholam,Plectorhinchus schotaf,"E. Minstrel sweetlips, Grey Sweetlip; Mar. Harvil; Common. Gamefish; [Place of collection: Chennai and Mandapam]",Marine Fish,fishetarian nonveg,432,0,20.78,0,0,0,2.13,0,0,76.2,
P083,Tilapia,Oreochromis niloticus,"E. Nile tilapia; A. Elapi, Japani kawoi; Tam. Tilapia; Common. Tilapia, Cichlid fish; [Place of collection: Kolkata]",Marine Fish,fishetarian nonveg,349,0,18.48,0,0,0,1.08,0,0,79.57,
P084,Tuna,Euthynnus affinis,"E. Mackerel tuna, Kawakawa, Little Tuna; G. Gedar; Kon. Bokado; Mal. Choora; Mar. Chuki, Bugudi, Ohaman, Gedar, Kuppa; Tam. Choori-min, Suraly; Common. Ray-finned bony fish; [Place of collection: Chennai, Vizag, Goa, Mandapam and Kochi]",Marine Fish,fishetarian nonveg,470,16,24.5,0.27,0,0,1.44,0.42,0,72.12,
P085,"Tuna, striped",Katsuwonus pelamis,"E. Skipjack tuna, Aku, Arctic bonito, Mushmouth, Oceanic bonito, Striped tuna, Victor fish, Oceanic Skipjack; G. Gedar; Kon. Bokado; Mal. Choora; Mar. Kuppa, Bugudi, Gedar; Common. Medium-sized perciform fish; [Place of collection: Kochi]",Marine Fish,fishetarian nonveg,403,0,21.28,0,0,0,1.12,0,0,77.76,
P086,Valava,Chirocentrus nudus,"E. Whitefin wolf-herring, Tenpounder; Tam. Kiru-wahlah; Tel. Wahlah; Common. Herring; [Place of collection: Vizag]",Marine Fish,fishetarian nonveg,410,0,21.8,0,0,0,1.06,0,0,77.25,
P087,Vanjaram,Scomberomorus commerson,"E. Narrow-barred Spanish mackerel, Barred Seer Fish, King Seer; G. Surmai, Chhapri; Kan. Thavar; Mal. Ayakora, Chumbum; Mar. Anjai, Anjari, Surmai, Towar; Tam. Ah-ku-lah, Mah-wu-leachi, Mavulasi, Seela, Mah-wu-laachi, Vanjiram, Velra, Konam; Tel. Vanjiramu, Konema, Varimeen, Yellari, Vellikannan, Ayaokaro; Common. Mackerel; [Place of collection: Chennai and Goa]",Marine Fish,fishetarian nonveg,570,0,22.28,0,0,0,5.18,0,0,72.3,
P088,Vela meen,Aprion virescens,E. Green jobfish; Common. Snapper; [Place of collection: Mandapam],Marine Fish,fishetarian nonveg,537,0,22.16,0,0,0,4.34,0,0,71.82,
P089,Vora,Siganus javus,E. Streaked spinefoot; Mar. Kunar; Tam. Ottah; Tel. Warahwah; Common. Rabbitfish; [Place of collection: Chennai and Mandapam],Marine Fish,fishetarian nonveg,422,0,20.14,0,0,0,2.14,0,0,76.94,
P090,Whale shark,Galeocerdo cuvier,"E. Tiger shark; G. Bhoovar, Bhoavar, Pattari; Kan. Pullia, Pilithatte; Mal. Valiasurav, Vorimiyaru, Kalla-sravu, Kalvari, Pulli Sravu, Kellan, Kethalan, Valiyasurav; Mar. Waghbeer; Tam. Wulluven Sorrah; Tel. Kettalam Sorrah, Kethalam-sorrah, Kethulam, Kurangu-sorrah, Vulluvan-sorrah; Common. Requiem shark; [Place of collection: Mandapam]",Marine Fish,fishetarian nonveg,401,0,21.83,0,0,0,0.82,0,0,77.59,
P091,Xiphinis,Xiphias gladius,"E. Swordfish, Broadbills, Sword Fish; G. Kunga, Tadmachhi; Mal. Kuthirameen; Mar. Tadmasa; Common. Billfish, Gamefish, Predatory fish; [Place of collection: Mandapam]",Marine Fish,fishetarian nonveg,370,0,19.82,0,0,0,0.88,0,0,79.22,
P092,"Eggs, Cat fish",Ompok bimaculatus,E. Butter catfish; Common. Sheatfish; [Place of collection: Kolkata],Marine Fish,fishetarian nonveg,600,0,24.68,0,0,0,5.28,0,0,69.34,
Q001,Crab,Menippe mercenaria,E. Florida stone crab; [Place of collection: Kolkata],Marine Shellfish,fishetarian nonveg,343,0,10.23,0,0,0,1.41,0,0,79.77,
Q002,"Crab, sea",Portunus sanguinolentus,"E. Three-spot swimming crab, Blood-spotted swimming crab, Red-spotted swimming crab; Common. Large crab; [Place of collection: Chennai]",Marine Shellfish,fishetarian nonveg,283,0,15.36,0,0,0,0.6,0,0,79.67,
Q003,"Lobster, brown",Thenus orientalis,"E. Flathead lobster, Bay lobster, Moreton Bay bug; Common. Slipper lobster; [Place of collection: Chennai]",Marine Shellfish,fishetarian nonveg,292,0,15.96,0,0,0,0.56,0,0,81.48,
Q004,"Lobster, king size",Thenus orientalis,"E. Flathead lobster, Bay lobster, Moreton Bay bug; Common. Slipper lobster; [Place of collection: Chennai, Vizag, Mumbai, Kochi, Mandapam and Goa]",Marine Shellfish,fishetarian nonveg,375,0,18.54,0,0,0,0.78,0,0,77.77,
Q005,Mud crab,Scylla tranquebarica,"E. Mangrove crab, Mud crab; [Place of collection: Goa]",Marine Shellfish,fishetarian nonveg,190,0,10,0,0,0,0.55,0,0,83.1,
Q006,Oyster,Crassostrea sp.,"E. Indian backwater oyster; Mal. Muringa, Muru; Tam. Kalungu, Ali, Patti; [Place of collection: Goa]",Marine Shellfish,fishetarian nonveg,252,0,9.51,0,0,0,2.44,0,0,82.5,
Q007,"Tiger prawns, brown",Solenocera crassicornis,Common. Marine crustacean; [Place of collection: Chennai],Marine Shellfish,fishetarian nonveg,273,0,14.85,0,0,0,0.56,0,0,82.41,
Q008,"Tiger Prawns, orange",Penaeus monodon,"E. Giant tiger prawn, Asian tiger shrimp; Common. Marine crustacean; [Place of collection: Kochi]",Marine Shellfish,fishetarian nonveg,270,0,14.25,0,0,0,0.74,0,0,81.48,
R001,"Clam, green shell",Perna viridis,"E. Asian green mussel, Green-lipped mussel; Mal. Kallumalkai, Kadukka; Common. Mussel, Bivalve; [Place of collection: Goa]",Marine Mollusks,fishetarian nonveg,243,0,12.14,0,0,0,0.98,0,0,80.07,
R002,"Clam, white shell, ribbed",Meretrix meretrix,E. Asiatic Hard Clam; [Place of collection: Goa],Marine Mollusks,fishetarian nonveg,250,0,11.82,0,0,0,1.34,0,0,80.27,
R003,Octopus,Octopus vulgaris,E. Common octopus; [Place of collection: Mumbai],Marine Mollusks,fishetarian nonveg,334,0,14.71,0,0,0,1.12,0,0,80.45,
R004,"Squid, black",Loligo sp.,[Place of collection: Kolkata],Marine Mollusks,fishetarian nonveg,335,0,16.1,0,0,0,1.07,0,0,80.59,
R005,"Squid, hard shell",Sepia pharaonis,E. Pharaoh cuttlefish; Common. Large cuttlefish; [Place of collection: Goa],Marine Mollusks,fishetarian nonveg,320,0,16.82,0,0,0,0.93,0,0,80.52,
R006,"Squid, red",Loligo duvauceli,[Place of collection: Chennai and Goa],Marine Mollusks,fishetarian nonveg,329,0,16.25,0,0,0,1.44,0,0,80.85,
R007,"Squid, white, small",Uroteuthis duvauceli,"E. Indian Ocean Squid, Indian Squid; [Place of collection: Mumbai]",Marine Mollusks,fishetarian nonveg,353,0,17.41,0,0,0,1.15,0,0,79.38,
S001,Cat fish,Tandanus tandanus,"E. Eel-tailed catfish, Dewfish, Freshwater catfish, Jewfish, Tandan; Common. Catfish; [Place of collection: Kolkata]",Fresh Water Fish and Shellfish,fishetarian nonveg,518,84,15.86,3.65,0,0,6.24,3.03,0,77.23,
S002,Catla,Catla catla,"E. Major carp; A. Baudhekra, Bhakua, Baudhekera; B. Katla, Pla Kra Ho; G. Tambra, Thambra, Bawas; H. Catla, Bhakur, Boassa, Katla, Chepti; Kan. Catla; Mal. Karakatla, Catla; Mar. Tambra, Pla Kra Ho, Catla, Katala; O. Bhakur, Bahkur, Barkur; P. Theil, Theila, Thaila; Tam. Meen, Yamaneri Kendai, Theppu Meenu, Japan Kendai, Japankendai, Thoppa, Thoppa-meen, Theppu-meenu, Thoppu Meen, Koora Kendai, Koora-kendai, Kanavi, Thoppameenu; Tel. Botcha, Botchee, Bocha, Bacha, Krishnabotcha; Common. Asian freshwater fish; [Place of collection: Kolkata]",Fresh Water Fish and Shellfish,fishetarian nonveg,394,6,17.94,1.36,0,0,2.15,0.34,0,78.43,"Catla, Bhakur, Boassa, Katla, Chepti"
S003,Freshwater Eel,Anguilla anguilla,"E. European eel; Common. Eel, Catadromous fish; [Place of collection: Kolkata]",Fresh Water Fish and Shellfish,fishetarian nonveg,451,0,20.41,0,0,0,2.63,0,0,75.57,
S004,Gold fish,Carassius auratus,"E. Goldfish; Common. Freshwater fish, Aquarium fish; [Place of collection: Kolkata and Bangaluru]",Fresh Water Fish and Shellfish,fishetarian nonveg,396,0,16.91,0,0,0,2.94,0,0,79.07,
S005,Pangas,Pangasianodon hypophthalmus,E. Iridescent shark; Common. Shark catfish; [Place of collection: Kolkata],Fresh Water Fish and Shellfish,fishetarian nonveg,852,24,17.12,1.62,0,0,16.77,0.91,0,68.5,
S006,Rohu,Labeo rohita,"E. Rohu, Rui, Roho labeo; A. Rou, Rohiti, Rohitii, Row, Rau, Rui; B. Rahu, Rui, Ruee; H. Bhobhari, Rohu; Kan. Rohu; Mal. Rohitham, Rohu; M. Row; Mar. Rohu, Tambada Massa, Tambada Masa, Tambada-massa; O. Rohu, Ruhu, Rohi; P. Dumra, Tapra, Rohu, Dhambra; Tam. Kannadi Kendai, Kennadi Kendai; Tel. Bocha-gandumeenu; Common. Carp fish; [Place of collection: Kolkata]",Fresh Water Fish and Shellfish,fishetarian nonveg,428,12,19.71,0.57,0,0,2.39,0.64,0,76.34,"Bhobhari, Rohu"
S007,Crab,Pachygrapsus sp.,Common. Small shore crab; [Place of collection: Kolkata],Fresh Water Fish and Shellfish,fishetarian nonveg,327,0,13.23,0,0,0,0.89,0,0,80.58,
S008,"Prawns, big",Macrobrachium rosenbergii,"E. Giant freshwater prawn, Giant river prawn; Common. Palaemonid freshwater prawn, Shrimp; [Place of collection: Bengaluru]",Fresh Water Fish and Shellfish,fishetarian nonveg,380,0,19.24,0,0,0,0.52,0,0,77.43,
S009,"Prawns, small",Macrobrachium sp.,Common. Shrimp; [Place of collection: Mumbai],Fresh Water Fish and Shellfish,fishetarian nonveg,297,0,13.07,0,0,0,0.78,0,0,82.58,
S010,Tiger prawns,Macrobrachium sp.,Common. Shrimp; [Place of collection: Kolkata],Fresh Water Fish and Shellfish,fishetarian nonveg,284,0,14.24,0,0,0,0.66,0,0,83.24,
T001,Coconut oil,,,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,0,0,0,0,0,0,100,0.72,0,0,
T002,Corn oil,,,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,0,0,0,0,0,0,100.01,0,0,0,
T003,Cotton seed oil,,,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,0,0,0,0,0,0,99.99,0,0,0,
T004,Gingelly oil,,,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,0,0,0,0,0,0,100,2.24,0,0,
T005,Groundnut oil,,,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,0,0,0,0,0,0,100,3.33,0,0,
T006,Mustard oil,,,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,0,0,0,0,0,0,100,1.01,0,0,
T007,Palm oil,,,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,0,0,0,0,0,0,100,1.36,0,0,
T008,Rice bran oil,,,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,0,0,0,0,0,0,100,2,0,0,
T009,Safflower oil,,,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,0,0,0,0,0,0,100.01,2.33,0,0,
T010,Safflower oil (blended),,,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,0,0,0,0,0,0,100,4.41,0,0,
T011,Soyabean oil,,,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,0,0,0,0,0,0,100,3.69,0,0,
T012,Sunflower oil,,,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,0,0,0,0,0,0,100,3.2,0,0,
T013,Ghee,,,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,0,0,0,0,0,0,100,6.74,0,0,
T014,Vanaspati,,,Edible Oils and Fats,vegetarian eggetarian fishetarian veg,0,0,0,0,0,0,100,3.58,0,0,
